printer_id,printer_name
400000026361,Kyocera KM-2560
400000033258,Canon ImagePress Lite C265
400000029791,Kyocera KM-C2525E
400000029774,Kyocera Ecosys P7035CDN
400000028930,Brother MFC-9700
400000026567,HP LaserJet Pro M706
400000026541,HP LaserJet 2420
400000028779,HP Color LaserJet Enterprise CP4025n
400000030001,Samsung Xpress SL-C430
400000026417,Canon Fax-L400
400000026809,Samsung ML-2245
400000033427,Konica Minolta bizhub 7622
400000026239,Kyocera Ecosys M2640IDW
400000028945,Brother FAX-2845
400000033660,Xerox Versalink С7020
400000033437,Konica Minolta bizhub 5000i
400000032399,Xerox Versant 3100 Press
400000026342,Kyocera TASKAlfa 181
400000029462,Samsung SF-565P
400000028757,Canon i-SENSYS MF728Cdw
400000032403,Xerox Color 570
400000033404,Konica Minolta bizhub 161
400000033745,Pantum P3010DW
400000033173,Xerox PrimeLink B9100
400000026269,Kyocera Ecosys M3560idn
400000028892,HP LaserJet Pro MFP M225rdn
400000032412,Xerox WorkCentre WC7755
400000026599,HP LaserJet M1120n MFP
400000026553,Canon i-SENSYS MF5880dn
400000032682,Konica Minolta Bizhub C3350
400000031076,Konica Minolta bizhub C452
400000028658,HP LaserJet Enterprise 500 Color M551dn
400000030992,Xerox D125
400000026576,HP LaserJet 4350
400000026631,HP LaserJet Pro MFP M127fn
400000028171,Canon i-SENSYS MF429x
400000032408,Xerox DocuColor DC250
400000028544,Canon i-SENSYS MF419x
400000029786,Kyocera KM-C3225
400000026418,Canon LBP3200
400000026165,Kyocera Mita FS-1900
400000033280,Canon imageRUNNER ADVANCE C9075 PRO
400000033792,Ricoh Pro C9200
400000032414,Konica Minolta Bizhub PRO 951
400000033532,Konica Minolta 7222
400000026641,HP LaserJet Pro MFP M426fdn
400000026899,Samsung SCX-5530FN
400000028975,Canon FC 204
400000032397,Konica Minolta Bizhub PRESS C70hc
400000026975,Ricoh Aficio SP1000S
400000026974,Oki B2540 MFP
400000033420,Konica Minolta bizhub 4040
400000031045,Konica Minolta bizhub 423
400000026629,Canon i-SENSYS MF4580dn
400000026552,Canon i-SENSYS MF5840
400000029512,Pantum M5000
400000029724,Samsung SL-M2826ND
400000026477,Canon i-SENSYS MF4010
400000028918,Brother FAX-8360
400000028861,Samsung SCX-4605
400000032456,Konica Minolta Bizhub C650i
400000026645,Canon i-SENSYS LBP312x
400000026597,Canon i-SENSYS LBP-3100
400000028459,Canon Fax-L295
400000026189,Kyocera FS-9100DN
400000028803,Canon i-SENSYS MF226dn
400000033459,Konica Minolta bizhub C350
400000033516,Konica Minolta/Develop ineo+ 654e
400000029751,Xerox WorkCentre 3210N
400000033158,Xerox Versant 180i Press
400000027220,Xerox WorkCentre 5330
400000026341,Kyocera TASKAlfa 180
400000026398,HP LaserJet 1220
400000033273,Canon imageRUNNER ADVANCE C7565
400000026389,Kyocera KM-5035
400000031436,Konica Minolta AccurioPress C6100
400000033297,Xerox WorkCentre 4127
400000028957,Brother DCP-1512
400000033543,Konica Minolta bizhub 40p
400000026623,Canon i-SENSYS MF4410
400000026362,Kyocera KM-3040
400000033810,Xerox AltaLink C8145
400000030990,Xerox D95
400000026908,Xerox Phaser 3320
400000026640,HP LaserJet Pro M402dn
400000027293,Brother MFC-7360NR
400000033472,Konica Minolta Bizhub 36
400000026368,Kyocera KM-4050
400000027205,Canon FC 100
400000027765,HP Color LaserJet CM1015
400000031068,Konica Minolta bizhub 454e
400000033283,Canon imageRUNNER ADVANCE DX C7765i
400000028979,Canon FC 224
400000032674,Xerox AltaLink C8055
400000026870,Xerox Phaser 3250
400000026569,Canon i-SENSYS LBP6750dn
400000027927,HP Color LaserJet Pro CP1525nw
400000027106,Canon i-SENSYS LBP6670dn
400000033128,Xerox WorkCentre 7830i
400000026344,Kyocera TASKAlfa 221
400000030987,Ricoh FT4618
400000026464,HP LaserJet 1018
400000032655,Konica Minolta AccurioPress C14000
400000026506,Canon LaserBase MF6550
400000027059,HP LaserJet P1008
400000031012,Konica Minolta bizhub 754
400000026669,Xerox Phaser 3130
400000026722,Samsung SCX-4655FN
400000026574,HP LaserJet 4300
400000028993,Canon PC 710
400000029485,Konica Minolta bizhub C284
400000026335,Kyocera TASKAlfa 1800
400000028893,HP LaserJet Pro M201dw
400000030986,Ricoh FT4615
400000032373,Konica Minolta AccurioPress C2070
400000028820,HP LaserJet Ultra M106w
400000024042,Konica Minolta Bizhub C227
400000026596,Canon i-SENSYS LBP3010
400000026160,Kyocera Mita FS-1020D
400000033279,Canon imageRUNNER ADVANCE C9065 PRO
400000026340,Kyocera KM-2550
400000033391,Konica Minolta 7025
400000026419,Canon LaserBase MF3110
400000027177,Oki  C310dn
400000029005,HP Color LaserJet 1500
400000029473,Ricoh FAX 1140L
400000029543,Oki C810
400000029483,Konica Minolta bizhub C280
400000026805,Xerox Phaser 3020
400000026677,Samsung ML-1610
400000032410,Xerox DocuColor DC252
400000027914,HP LaserJet Pro CM1415fn
400000026804,Samsung SCX-3405
400000026955,Samsung ML-2167
400000026598,HP LaserJet P1505
400000033585,Konica Minolta PagePro 1350W
400000028830,HP LaserJet Pro M132nw
400000029476,Oki C9655
400000033400,Konica Minolta AccurioPress 7136
400000033523,Konica Minolta bizhub C361i
400000026396,HP LaserJet 1200
400000026601,Canon i-SENSYS LBP3250
400000033285,Canon imageRUNNER ADVANCE DX C7780i
400000031071,Konica Minolta bizhub C652
400000028724,Canon i-SENSYS LBP7660Cdn
400000029768,Brother HL-L2360DNR
400000028940,"Brother DCP-1400
"
400000030985,Ricoh FT4018
400000028664,HP Color LaserJet 2700
400000032673,Xerox AltaLink C8045
400000033274,Canon imageRUNNER ADVANCE C7565i
400000026864,Samsung ML-2850D
400000026331,Kyocera KM-1650
400000026595,HP LaserJet P1006
400000033522,Konica Minolta bizhub C3301i
400000026865,Samsung ML-2851ND
400000026807,Samsung Xpress SL-M2020
400000032379,Konica Minolta Bizhub C284e
400000032465,Canon ImagePress C650
400000031042,Konica Minolta bizhub 223
400000033473,Konica Minolta Bizhub 42
400000029035,Canon iR C2620
400000027764,HP Color LaserJet CM1017
400000026467,HP LaserJet 3015
400000026911,Xerox WorkCentre 3315
400000033790,Ricoh Pro C5310S
400000033744,Pantum P3010D
400000026566,HP LaserJet Pro M701
400000026158,Kyocera FS-1018MFP
400000026152,Kyocera Mita FS-1000+
400000026749,Samsung ML-1665
400000026837,Samsung ML-2580
400000033408,Konica Minolta bizhub 163
400000026458,HP LaserJet 4100
400000031043,Konica Minolta bizhub 283
400000026338,Kyocera TASKAlfa 2200
400000028584,Canon i-SENSYS MF4370d
400000032388,Konica Minolta Bizhub 308e
400000028968,Brother DCP-7020
400000008196,Kyocera FS-3920DN
400000026556,HP LaserJet Pro 400 M401dn
400000033300,Xerox DocuPrint 900
400000026560,HP LaserJet M5025
400000027908,Canon i-SENSYS MF8040Cn
400000026238,Kyocera Ecosys M2540DN
400000026554,Canon i-SENSYS MF5940dn
400000026797,Xerox WorkCentre 4118X
400000032455,Konica Minolta Bizhub C250i
400000032380,Konica Minolta Bizhub C364e
400000032429,Konica Minolta Bizhub C257i
400000032472,Canon ImagePress C850
400000031005,Xerox WorkCentre 7346
400000026247,Kyocera FS-4000dn
400000033535,Konica Minolta MagiColor 4750DN
400000028977,Canon FC 208
400000027207,Canon FC 128
400000029755,Xerox WorkCentre 3225
400000029052,Canon i-SENSYS MF512x
400000032661,Konica Minolta Magicolor 8650DN
400000032659,Konica Minolta Bizhub 287
400000033491,Konica Minolta Bizhub 451i
400000028467,Canon LBP460
400000026391,HP LaserJet 3200mfp
400000029024,HP Color LaserJet 4730mfp
400000028797,Canon i-SENSYS FAX-L170
400000026424,Canon LaserBase MF5650
400000031000,Xerox WorkCentre 7235
400000028012,Xerox Phaser 6130
400000026671,Xerox WorkCentre PE114e
400000032400,Xerox Versant 4100 Press
400000026874,Samsung Xpress SL-M2880FW
400000033755,Pantum M7102DN
400000026731,Xerox Phaser 3124
400000028657,HP LaserJet Enterprise 500 M575f
400000033455,Konica Minolta Bizhub C20
400000028997,Canon PC 921
400000027761,HP color LaserJet CP3525dn
400000029487,Konica Minolta bizhub C454
400000029504,HP Color LaserJet 2820
400000026875,Samsung ML-2950
400000026565,HP LaserJet Pro M435nw
400000026835,Samsung ML-1915
400000033421,Konica Minolta bizhub 210
400000026270,Kyocera M3040IDN
400000028351,HP LaserJet 3100
400000026539,Canon i-SENSYS LBP3370
400000026584,HP LaserJet M9040mfp
400000028762,HP Laserjet Pro 400 Color MFP M475dw
400000029517,Kyocera FS-C8650dn
400000027763,Canon LBP5000
400000030983,Xerox Versant 180 Press
400000026966,Xerox Phaser 3040B
400000026622,HP LaserJet Pro P1606
400000026462,HP LaserJet 1012
400000033164,Xerox Color 800i Press
400000026673,Samsung SCX-4116
400000029548,Oki C830
400000028721,Canon i-SENSYS LBP5300
400000031013,Konica Minolta bizhub 754e
400000027802,Canon i-SENSYS LBP7200Cdn
400000029763,Brother DCP-L2520DWR
400000033206,Konica Minolta bizhub 4701i
400000030104,Ricoh SP6430DN
400000028998,Canon PC 940
400000033207,Konica Minolta/Develop Ineo + 5501
400000026934,Samsung ProXpress SL-M3820
400000030982,Xerox Versant 80 Press
400000028854,Xerox Phaser 3400
400000033474,Konica Minolta bizhub 3602P
400000028976,Canon FC 206
400000026155,Kyocera Mita FS-1050
400000026585,HP LaserJet 9050dn
400000026786,Samsung SCX-4720
400000033278,Canon imageRUNNER ADVANCE C7580i
400000027218,Xerox WorkCentre 5325
400000026390,HP LaserJet 1100
400000033211,Konica Minolta Bizhub Pro C6500P
400000028759,HP Color LaserJet CP2025n
400000026347,Kyocera FS-6030MFP
400000032671,Konica Minolta Bizhub C4050i
400000026938,Ricoh 212W
400000026624,Canon i-SENSYS MF4430
400000026381,Kyocera KM-3035
400000029771,Brother MFC-L2720DWR
400000026394,Canon LBP1120
400000026758,Samsung SCX-3200
400000028952,Brother HL-1118
400000028817,HP LaserJet Pro M102
400000032466,Canon ImagePress C700
400000029748,Xerox Phaser 3635MFP/X
400000033663,Xerox WorkCentre 7840
400000026533,Canon LBP3300
400000027290,Brother DCP-7060DR
400000027214,Canon PC 780
400000033295,Xerox WorkCentre 4110
400000026881,Xerox Phaser 3260
400000029759,Xerox WorkCentre 3345
400000028173,Canon i-SENSYS MF426dw
400000033257,Canon ImagePress Lite C170
400000026878,Samsung SCX-4729FW
400000027810,HP LaserJet Pro 300 Color MFP M375nw
400000029807,Samsung CLX-3180
400000026328,Kyocera KM-1620
400000026672,Samsung SCX-4016
400000026370,Kyocera TASKalfa 3010i
400000026415,Canon PC-d340
400000032665,Konica Minolta Bizhub 4700i
400000026588,HP LaserJet Enterprise M604dn
400000033487,Konica Minolta bizhub 301i
400000028723,Canon i-SENSYS LBP7210Cdn
400000033766,Ricoh Pro C7210S
400000033124,Xerox WorkCentre 7835
400000030619,Samsung CLP-315
400000033504,Konica Minolta Bizhub PRO 1050e
400000032364,Konica Minolta bizhub C458
400000029806,Samsung CLP-325
400000027261,Panasonic KX-MB2000
400000032474,Canon ImagePress C60
